31 Q0 stem_1839 parsed_punctuatedStemmed_0.31249685140236505 1 TfIdf
31 Q0 stem_2244 parsed_punctuatedStemmed_0.2835017968008536 2 TfIdf
31 Q0 stem_2243 parsed_punctuatedStemmed_0.26817737535215885 3 TfIdf
31 Q0 stem_1721 parsed_punctuatedStemmed_0.25306493487798887 4 TfIdf
31 Q0 stem_2804 parsed_punctuatedStemmed_0.22214693032902708 5 TfIdf
31 Q0 stem_1952 parsed_punctuatedStemmed_0.22033190309458286 6 TfIdf
31 Q0 stem_1952 parsed_punctuatedStemmed_0.22033190309458286 7 TfIdf
31 Q0 stem_1660 parsed_punctuatedStemmed_0.21151862697079957 8 TfIdf
31 Q0 stem_1660 parsed_punctuatedStemmed_0.21151862697079957 9 TfIdf
31 Q0 stem_234 parsed_punctuatedStemmed_0.18805331494349747 10 TfIdf
31 Q0 stem_1802 parsed_punctuatedStemmed_0.18375116459314586 11 TfIdf
31 Q0 stem_237 parsed_punctuatedStemmed_0.18375116459314586 12 TfIdf
31 Q0 stem_1569 parsed_punctuatedStemmed_0.18041023432781592 13 TfIdf
31 Q0 stem_1233 parsed_punctuatedStemmed_0.17970560165141772 14 TfIdf
31 Q0 stem_1233 parsed_punctuatedStemmed_0.17970560165141772 15 TfIdf
31 Q0 stem_1233 parsed_punctuatedStemmed_0.17970560165141772 16 TfIdf
31 Q0 stem_1305 parsed_punctuatedStemmed_0.17748701397670885 17 TfIdf
31 Q0 stem_1305 parsed_punctuatedStemmed_0.17748701397670885 18 TfIdf
31 Q0 stem_1305 parsed_punctuatedStemmed_0.17748701397670885 19 TfIdf
31 Q0 stem_115 parsed_punctuatedStemmed_0.1771614059409672 20 TfIdf
31 Q0 stem_1635 parsed_punctuatedStemmed_0.1753225381965051 21 TfIdf
31 Q0 stem_1635 parsed_punctuatedStemmed_0.1753225381965051 22 TfIdf
31 Q0 stem_1635 parsed_punctuatedStemmed_0.1753225381965051 23 TfIdf
31 Q0 stem_1254 parsed_punctuatedStemmed_0.1742599773589505 24 TfIdf
31 Q0 stem_1254 parsed_punctuatedStemmed_0.1742599773589505 25 TfIdf
31 Q0 stem_1254 parsed_punctuatedStemmed_0.1742599773589505 26 TfIdf
31 Q0 stem_1873 parsed_punctuatedStemmed_0.17408005066719082 27 TfIdf
31 Q0 stem_1176 parsed_punctuatedStemmed_0.1661898107282733 28 TfIdf
31 Q0 stem_2875 parsed_punctuatedStemmed_0.16427103430654427 29 TfIdf
31 Q0 stem_963 parsed_punctuatedStemmed_0.16336872877401612 30 TfIdf
31 Q0 stem_963 parsed_punctuatedStemmed_0.16336872877401612 31 TfIdf
31 Q0 stem_963 parsed_punctuatedStemmed_0.16336872877401612 32 TfIdf
31 Q0 stem_383 parsed_punctuatedStemmed_0.16045912759971215 33 TfIdf
31 Q0 stem_371 parsed_punctuatedStemmed_0.16038932067495854 34 TfIdf
31 Q0 stem_371 parsed_punctuatedStemmed_0.16038932067495854 35 TfIdf
31 Q0 stem_371 parsed_punctuatedStemmed_0.16038932067495854 36 TfIdf
31 Q0 stem_3048 parsed_punctuatedStemmed_0.15973831257903798 37 TfIdf
31 Q0 stem_3048 parsed_punctuatedStemmed_0.15973831257903798 38 TfIdf
31 Q0 stem_3048 parsed_punctuatedStemmed_0.15973831257903798 39 TfIdf
31 Q0 stem_392 parsed_punctuatedStemmed_0.15714480048923313 40 TfIdf
31 Q0 stem_2351 parsed_punctuatedStemmed_0.15504004512546682 41 TfIdf
31 Q0 stem_2197 parsed_punctuatedStemmed_0.15294093757567465 42 TfIdf
31 Q0 stem_2197 parsed_punctuatedStemmed_0.15294093757567465 43 TfIdf
31 Q0 stem_2197 parsed_punctuatedStemmed_0.15294093757567465 44 TfIdf
31 Q0 stem_3122 parsed_punctuatedStemmed_0.1503418619398466 45 TfIdf
31 Q0 stem_1563 parsed_punctuatedStemmed_0.15010692581908555 46 TfIdf
31 Q0 stem_2554 parsed_punctuatedStemmed_0.1500304593283782 47 TfIdf
31 Q0 stem_2554 parsed_punctuatedStemmed_0.1500304593283782 48 TfIdf
31 Q0 stem_2554 parsed_punctuatedStemmed_0.1500304593283782 49 TfIdf
31 Q0 stem_2186 parsed_punctuatedStemmed_0.14859377914329114 50 TfIdf
31 Q0 stem_2186 parsed_punctuatedStemmed_0.14859377914329114 51 TfIdf
31 Q0 stem_2186 parsed_punctuatedStemmed_0.14859377914329114 52 TfIdf
31 Q0 stem_3035 parsed_punctuatedStemmed_0.1471273931649034 53 TfIdf
31 Q0 stem_3035 parsed_punctuatedStemmed_0.1471273931649034 54 TfIdf
31 Q0 stem_3035 parsed_punctuatedStemmed_0.1471273931649034 55 TfIdf
31 Q0 stem_2382 parsed_punctuatedStemmed_0.14661633595114526 56 TfIdf
31 Q0 stem_2935 parsed_punctuatedStemmed_0.1459200424710276 57 TfIdf
31 Q0 stem_788 parsed_punctuatedStemmed_0.14541608438723913 58 TfIdf
31 Q0 stem_1171 parsed_punctuatedStemmed_0.14521664779912544 59 TfIdf
31 Q0 stem_1382 parsed_punctuatedStemmed_0.14521664779912544 60 TfIdf
31 Q0 stem_2916 parsed_punctuatedStemmed_0.14521664779912544 61 TfIdf
31 Q0 stem_962 parsed_punctuatedStemmed_0.14521664779912544 62 TfIdf
31 Q0 stem_1171 parsed_punctuatedStemmed_0.14521664779912544 63 TfIdf
31 Q0 stem_1382 parsed_punctuatedStemmed_0.14521664779912544 64 TfIdf
31 Q0 stem_2916 parsed_punctuatedStemmed_0.14521664779912544 65 TfIdf
31 Q0 stem_962 parsed_punctuatedStemmed_0.14521664779912544 66 TfIdf
31 Q0 stem_1171 parsed_punctuatedStemmed_0.14521664779912544 67 TfIdf
31 Q0 stem_1382 parsed_punctuatedStemmed_0.14521664779912544 68 TfIdf
31 Q0 stem_2916 parsed_punctuatedStemmed_0.14521664779912544 69 TfIdf
31 Q0 stem_962 parsed_punctuatedStemmed_0.14521664779912544 70 TfIdf
31 Q0 stem_671 parsed_punctuatedStemmed_0.1440263474073293 71 TfIdf
